,x,y,operationTime,H,L,kickerId,OK,Left,Right,WindDirection,WindSpeed,StadiumAzimuthAngle,pressAltit,actualLength,prdictedLength
2192156,46.32,30.04,2.09,0,0,46903.0,1,0,0,185.5,1.3466666666666667,330.0,964.9166666666694,53.0,50.524597
2194765,14.75,29.493333333333336,2.15,0,0,29141.0,1,0,0,185.5,1.3466666666666667,330.0,964.9166666666694,47.0,42.9592
2196945,44.769999999999996,29.343333333333337,2.2,0,0,29141.0,1,0,0,185.5,1.3466666666666667,330.0,964.9166666666694,43.0,47.183655
2199987,17.6,29.9,1.98,0,0,40113.0,1,0,0,79.25,2.0733333333333333,0.0,1923.9500000000037,44.0,44.471016
2203553,41.739999999999995,23.343333333333337,2.34,0,0,48335.0,1,0,0,79.25,2.0733333333333333,0.0,1923.9500000000037,61.0,52.04706
2205799,68.73,26.86,2.2,0,0,48335.0,1,0,0,79.25,2.0733333333333333,0.0,1923.9500000000037,38.0,34.480522
2209744,12.540000000000006,29.413333333333334,1.84,0,0,40113.0,1,0,0,79.25,2.0733333333333333,0.0,1923.9500000000037,58.0,47.498024
2211921,39.47,23.85,2.35,0,0,48335.0,1,0,0,79.25,2.0733333333333333,0.0,1923.9500000000037,39.0,45.825882
2213772,32.44,23.87,2.07,0,0,40113.0,1,0,0,79.25,2.0733333333333333,0.0,1923.9500000000037,55.0,48.03972
2216470,29.700000000000003,23.683333333333337,2.08,0,0,40113.0,1,0,0,79.25,2.0733333333333333,0.0,1923.9500000000037,44.0,45.46914
2218393,66.68,23.92,2.2,0,0,48335.0,1,0,0,79.25,2.0733333333333333,0.0,1923.9500000000037,36.0,34.567932
2220163,60.21,23.51,2.12,0,0,46218.0,1,0,0,285.0,6.111666666666667,338.2,21.933333333335355,40.0,39.488403
2222204,49.870000000000005,23.873333333333335,2.2,0,0,38815.0,0,1,0,285.0,6.111666666666667,338.2,21.933333333335355,50.0,48.64458
2224075,46.47,23.733333333333334,2.08,0,0,46218.0,1,0,0,285.0,6.111666666666667,338.2,21.933333333335355,50.0,49.499622
2227346,41.81999999999999,26.133333333333336,2.05,0,0,46218.0,1,0,0,285.0,6.111666666666667,338.2,21.933333333335355,57.0,51.23556
2229317,43.77,29.63,2.17,0,0,38815.0,1,0,0,285.0,6.111666666666667,338.2,21.933333333335355,41.0,47.620125
2231446,62.27,23.563333333333336,2.25,0,0,38815.0,1,0,0,285.0,6.111666666666667,338.2,21.933333333335355,35.0,35.286774
2233299,68.4,29.553333333333335,2.09,0,0,38815.0,1,0,0,285.0,6.111666666666667,338.2,21.933333333335355,32.0,34.18951
2257467,49.76,29.77,2.29,0,0,31018.0,1,0,0,187.66666666666666,14.498333333333333,343.0,539.5166666666689,44.0,45.31424
2259334,68.96000000000001,26.613333333333337,2.13,0,0,47946.0,1,0,0,187.66666666666666,14.498333333333333,343.0,539.5166666666689,35.0,36.95192
2262319,43.14,29.73,2.3,0,0,31018.0,1,0,0,187.66666666666666,14.498333333333333,343.0,539.5166666666689,58.0,48.94204
2264321,42.55,23.83,2.3,0,0,31018.0,1,0,0,187.66666666666666,14.498333333333333,343.0,539.5166666666689,49.0,48.776264
2267978,64.75,23.87,2.17,0,1,42663.0,0,0,0,94.0,4.87,302.1,-124.6999999999997,33.0,34.460285
2270615,41.849999999999994,23.473333333333336,2.24,0,0,42663.0,1,0,0,94.0,4.87,302.1,-124.6999999999997,42.0,45.408257
2273525,44.33,28.64,2.23,0,0,45296.0,1,0,0,94.0,4.87,302.1,-124.6999999999997,62.0,49.45751
2277260,19.150000000000006,29.583333333333336,2.23,0,0,42663.0,1,0,0,94.0,4.87,302.1,-124.6999999999997,57.0,49.103905
2279250,35.99,23.69,2.24,0,0,45296.0,1,0,0,94.0,4.87,302.1,-124.6999999999997,42.0,46.181953
2282391,27.61,23.76,2.4,0,0,42663.0,1,0,0,94.0,4.87,302.1,-124.6999999999997,39.0,46.638268
2284598,63.91,29.483333333333334,2.04,0,0,34723.0,1,0,0,303.6666666666667,16.361666666666668,353.8999999999999,443.133333333338,46.0,38.868782
2286892,55.78,30.11,2.08,0,1,41420.0,0,0,0,303.6666666666667,16.361666666666668,353.8999999999999,443.133333333338,54.0,47.931
2289280,57.48,29.543333333333337,2.07,0,0,34723.0,1,0,0,303.6666666666667,16.361666666666668,353.8999999999999,443.133333333338,34.0,41.636593
2291870,38.01,29.91,2.13,0,0,41420.0,1,0,0,303.6666666666667,16.361666666666668,353.8999999999999,443.133333333338,50.0,47.31442
2295085,28.08,29.533333333333335,2.22,0,0,34723.0,1,0,0,303.6666666666667,16.361666666666668,353.8999999999999,443.133333333338,40.0,44.55561
2297140,63.69,29.78,2.12,0,0,41420.0,1,0,0,303.6666666666667,16.361666666666668,353.8999999999999,443.133333333338,31.0,33.23116
2300087,34.09,25.083333333333336,2.1,0,0,41420.0,1,0,0,303.6666666666667,16.361666666666668,353.8999999999999,443.133333333338,39.0,44.48381
2301933,51.95,29.593333333333337,2.18,0,0,41420.0,1,0,0,303.6666666666667,16.361666666666668,353.8999999999999,443.133333333338,47.0,45.975346
2305377,39.64,29.85,2.16,0,0,34723.0,1,0,0,303.6666666666667,16.361666666666668,353.8999999999999,443.133333333338,48.0,44.12954
2307510,69.99,25.23,1.94,0,0,34723.0,1,0,0,303.6666666666667,16.361666666666668,353.8999999999999,443.133333333338,40.0,37.644714
2309448,37.93000000000001,23.403333333333336,2.18,0,0,29141.0,1,0,0,151.66666666666666,9.424999999999999,0.0,-426.7166666666658,49.0,46.434822
2312238,33.04,29.92,2.14,0,0,46218.0,1,0,0,151.66666666666666,9.424999999999999,0.0,-426.7166666666658,45.0,46.876507
2315419,45.010000000000005,29.563333333333336,2.05,0,0,29141.0,1,0,0,151.66666666666666,9.424999999999999,0.0,-426.7166666666658,54.0,44.580128
2318022,26.42,29.85,2.04,0,0,46218.0,1,0,0,151.66666666666666,9.424999999999999,0.0,-426.7166666666658,49.0,46.93906
2320026,61.34,23.62,2.32,0,0,29141.0,1,0,0,151.66666666666666,9.424999999999999,0.0,-426.7166666666658,37.0,37.172665
2321762,29.590000000000003,29.443333333333335,2.1,0,0,46218.0,1,0,0,151.66666666666666,9.424999999999999,0.0,-426.7166666666658,42.0,48.974373
2323641,52.4,29.81,2.14,0,0,29141.0,1,0,0,151.66666666666666,9.424999999999999,0.0,-426.7166666666658,42.0,42.292282
2326605,48.92,23.663333333333334,2.23,0,0,31018.0,1,0,0,75.42857142857143,5.4157142857142855,289.5,-294.9999999999966,40.0,42.91638
2328562,28.519999999999996,23.573333333333334,1.99,0,0,46810.0,1,0,0,75.42857142857143,5.4157142857142855,289.5,-294.9999999999966,41.0,51.123886
2331681,38.89,29.85,2.08,0,0,46810.0,1,0,0,75.42857142857143,5.4157142857142855,289.5,-294.9999999999966,52.0,47.793762
2333667,50.0,23.35,2.18,0,0,31018.0,1,0,0,75.42857142857143,5.4157142857142855,289.5,-294.9999999999966,40.0,46.648243
2335731,36.61,30.013333333333335,2.15,0,0,31018.0,1,0,0,75.42857142857143,5.4157142857142855,289.5,-294.9999999999966,46.0,45.81604
2337735,66.81,27.92,1.97,0,0,53146.0,1,0,0,175.66666666666666,6.835,322.4,443.91666666666936,43.0,38.040337
2340792,43.06999999999999,29.643333333333334,2.15,0,0,48258.0,1,0,0,175.66666666666666,6.835,322.4,443.91666666666936,56.0,49.993343
2342819,61.96,27.04,2.13,0,0,48258.0,1,0,0,175.66666666666666,6.835,322.4,443.91666666666936,38.0,41.60794
2344951,22.049999999999997,29.623333333333335,2.07,0,0,53146.0,1,0,0,175.66666666666666,6.835,322.4,443.91666666666936,53.0,49.041576
2346980,62.97,23.67,2.2,1,0,48258.0,0,0,0,175.66666666666666,6.835,322.4,443.91666666666936,37.0,37.521816
2350038,32.8,23.803333333333335,2.05,0,0,53146.0,1,0,0,175.66666666666666,6.835,322.4,443.91666666666936,53.0,50.136173
2352065,65.11,23.7,2.03,0,0,48258.0,1,0,0,175.66666666666666,6.835,322.4,443.91666666666936,33.0,34.452915
2354329,43.620000000000005,23.373333333333335,1.94,0,0,53146.0,1,0,0,175.66666666666666,6.835,322.4,443.91666666666936,40.0,42.905655
2356760,39.82,29.96,2.13,0,0,48258.0,1,0,0,175.66666666666666,6.835,322.4,443.91666666666936,43.0,47.065693
2359374,52.87,29.97,2.09,0,0,48258.0,1,0,0,175.66666666666666,6.835,322.4,443.91666666666936,46.0,44.84266
2362172,40.379999999999995,29.663333333333334,2.16,0,0,48139.0,1,0,0,50.0,3.9057142857142857,56.1,474.9857142857174,50.0,46.56158
2364494,65.47,23.683333333333337,2.12,0,0,45603.0,1,0,0,50.0,3.9057142857142857,56.1,474.9857142857174,33.0,33.66997
2366640,52.46,23.76,2.02,0,0,48139.0,0,0,1,50.0,3.9057142857142857,56.1,474.9857142857174,37.0,40.771824
2369021,62.12,26.613333333333337,2.32,0,0,45603.0,1,0,0,50.0,3.9057142857142857,56.1,474.9857142857174,47.0,42.289364
2371809,32.86,23.62,2.0,0,0,48139.0,0,0,1,50.0,3.9057142857142857,56.1,474.9857142857174,49.0,46.96871
2375363,49.75,23.593333333333337,2.2,0,0,45603.0,1,0,0,50.0,3.9057142857142857,56.1,474.9857142857174,52.0,47.348442
2378731,38.3,23.65,2.12,0,0,45603.0,1,0,0,50.0,3.9057142857142857,56.1,474.9857142857174,42.0,45.24527
2381231,35.49,29.87,2.16,0,0,45603.0,1,0,0,50.0,3.9057142857142857,56.1,474.9857142857174,35.0,41.925453
2383912,61.41,23.763333333333335,1.94,0,0,48139.0,1,0,0,50.0,3.9057142857142857,56.1,474.9857142857174,46.0,42.05233
2386889,29.58,23.603333333333335,2.21,0,0,45603.0,1,0,0,50.0,3.9057142857142857,56.1,474.9857142857174,40.0,44.217323
2388999,13.88,27.59,1.92,0,0,48139.0,1,0,0,50.0,3.9057142857142857,56.1,474.9857142857174,43.0,44.37921
2391179,34.739999999999995,27.043333333333337,2.02,0,0,46241.0,1,0,0,315.0,9.941666666666666,26.600000000000005,431.0333333333349,39.0,42.764393
2393562,60.22,23.8,2.1,0,0,45153.0,1,0,0,315.0,9.941666666666666,26.600000000000005,431.0333333333349,38.0,37.509113
2396812,30.25,23.793333333333337,2.04,0,1,46241.0,0,0,0,315.0,9.941666666666666,26.600000000000005,431.0333333333349,40.0,43.696976
2400123,35.519999999999996,29.993333333333336,2.01,0,0,46241.0,1,0,0,315.0,9.941666666666666,26.600000000000005,431.0333333333349,38.0,41.625256
2402467,71.08,29.383333333333336,1.9,0,0,45153.0,1,0,0,315.0,9.941666666666666,26.600000000000005,431.0333333333349,33.0,34.252125
2404987,56.32,29.65,2.18,0,0,46316.0,1,0,0,82.57142857142857,9.942857142857141,16.7,-173.5142857142834,48.0,45.724243
2407011,65.95,29.503333333333337,2.09,0,0,42333.0,1,0,0,82.57142857142857,9.942857142857141,16.7,-173.5142857142834,33.0,34.34815
2410376,23.97,23.63,2.11,0,0,46316.0,1,0,0,82.57142857142857,9.942857142857141,16.7,-173.5142857142834,67.0,54.06879
2412461,35.81999999999999,23.613333333333337,2.19,0,0,46316.0,1,0,0,82.57142857142857,9.942857142857141,16.7,-173.5142857142834,45.0,49.61122
2415277,34.29,26.52,2.24,0,0,42333.0,1,0,0,82.57142857142857,9.942857142857141,16.7,-173.5142857142834,55.0,48.279377
2417359,55.019999999999996,23.543333333333337,2.09,0,0,46316.0,1,0,0,82.57142857142857,9.942857142857141,16.7,-173.5142857142834,55.0,48.387295
2419604,49.72,29.67,2.11,0,0,42333.0,1,0,0,82.57142857142857,9.942857142857141,16.7,-173.5142857142834,40.0,44.724197
2421682,34.33,29.643333333333334,2.21,0,0,46316.0,1,0,0,82.57142857142857,9.942857142857141,16.7,-173.5142857142834,47.0,48.89248
2424016,60.32,23.67,2.14,0,0,42333.0,1,0,0,82.57142857142857,9.942857142857141,16.7,-173.5142857142834,48.0,37.471718
2427110,35.94,27.25,2.14,0,0,46316.0,1,0,0,82.57142857142857,9.942857142857141,16.7,-173.5142857142834,62.0,52.54535
2429050,54.790000000000006,29.683333333333337,2.03,0,0,42333.0,1,0,0,82.57142857142857,9.942857142857141,16.7,-173.5142857142834,40.0,41.94073
2454740,47.510000000000005,29.283333333333335,2.07,0,0,40600.0,1,0,0,72.57142857142857,6.214285714285714,295.0,-173.04285714285595,52.0,48.617077
2457771,32.87,23.87,2.12,0,0,40600.0,1,0,0,72.57142857142857,6.214285714285714,295.0,-173.04285714285595,55.0,50.19503
2461139,39.52,23.86,2.06,0,0,40600.0,1,0,0,72.57142857142857,6.214285714285714,295.0,-173.04285714285595,55.0,49.973846
2464146,34.96,23.63,2.1,0,0,34593.0,1,0,0,72.57142857142857,6.214285714285714,295.0,-173.04285714285595,50.0,48.216396
2466718,52.55,23.323333333333334,2.01,0,0,40600.0,1,0,0,72.57142857142857,6.214285714285714,295.0,-173.04285714285595,55.0,48.204735
2469424,17.64,29.59,2.12,0,0,34593.0,1,0,0,72.57142857142857,6.214285714285714,295.0,-173.04285714285595,45.0,46.749935
2471985,29.94,26.3,2.13,0,0,34593.0,1,0,0,72.57142857142857,6.214285714285714,295.0,-173.04285714285595,41.0,44.363605
2474934,47.8,23.8,2.4,1,0,34593.0,0,0,0,72.57142857142857,6.214285714285714,295.0,-173.04285714285595,59.0,50.59174
2477065,29.83,29.643333333333334,2.17,0,0,34593.0,1,0,0,72.57142857142857,6.214285714285714,295.0,-173.04285714285595,48.0,47.08725
2478982,64.99,27.29,1.95,0,0,40600.0,1,0,0,72.57142857142857,6.214285714285714,295.0,-173.04285714285595,35.0,34.845314
2481749,28.090000000000003,29.113333333333337,2.08,0,0,52791.0,1,0,0,212.5,2.6933333333333334,0.0,2239.933333333339,55.0,48.698025
2483785,65.79,23.77,2.14,0,0,48335.0,1,0,0,212.5,2.6933333333333334,0.0,2239.933333333339,31.0,33.059765
2486424,24.53,29.48,2.1,0,0,52791.0,1,0,0,212.5,2.6933333333333334,0.0,2239.933333333339,52.0,48.718536
2489444,48.129999999999995,29.443333333333335,2.25,0,0,48335.0,1,0,0,212.5,2.6933333333333334,0.0,2239.933333333339,42.0,44.491104
2492392,38.989999999999995,23.513333333333335,2.2,0,0,45296.0,1,0,0,191.0,6.213333333333334,0.0,4899.483333333338,52.0,46.655567
2494412,35.66,29.96,2.25,0,0,40113.0,1,0,0,191.0,6.213333333333334,0.0,4899.483333333338,48.0,48.779377
2496522,39.72,23.533333333333335,2.18,0,0,45296.0,1,0,0,191.0,6.213333333333334,0.0,4899.483333333338,43.0,45.972366
2499364,39.84,23.323333333333334,2.22,0,0,45296.0,1,0,0,191.0,6.213333333333334,0.0,4899.483333333338,51.0,46.910385
2501909,47.0,23.593333333333337,2.17,0,0,40113.0,1,0,0,191.0,6.213333333333334,0.0,4899.483333333338,52.0,49.78771
2503999,26.91,26.31,2.28,0,0,45296.0,1,0,0,191.0,6.213333333333334,0.0,4899.483333333338,42.0,45.873337
2506751,25.62,23.68,2.2,0,0,45296.0,1,0,0,191.0,6.213333333333334,0.0,4899.483333333338,54.0,48.119354
2509072,49.97,26.053333333333335,2.2,1,0,45296.0,0,0,0,191.0,6.213333333333334,0.0,4899.483333333338,42.0,45.4714
2510998,32.78,23.95,2.14,0,0,40113.0,1,0,0,191.0,6.213333333333334,0.0,4899.483333333338,56.0,50.533928
2515537,29.700000000000003,23.733333333333334,2.09,0,0,52599.0,1,0,0,260.0,5.696666666666666,338.2,159.23333333333866,42.0,45.14706
2517792,31.47,23.77,2.04,0,0,52599.0,1,0,0,260.0,5.696666666666666,338.2,159.23333333333866,50.0,46.52927
2520309,70.7,29.72,2.2,0,0,52599.0,1,0,0,260.0,5.696666666666666,338.2,159.23333333333866,25.0,29.445099
2522575,55.95,23.743333333333336,2.32,0,0,42663.0,1,0,0,260.0,5.696666666666666,338.2,159.23333333333866,54.0,44.541916
2525093,48.76,23.76,2.02,0,0,52599.0,1,0,0,260.0,5.696666666666666,338.2,159.23333333333866,47.0,44.16359
2528041,33.86,23.593333333333337,2.12,0,0,42663.0,1,0,0,260.0,5.696666666666666,338.2,159.23333333333866,56.0,49.7695
2532461,50.67,23.46,2.21,0,1,42508.0,0,0,0,83.33333333333333,5.385000000000001,0.0,-188.69999999999857,59.0,50.784855
2535225,42.7,23.34,2.25,0,0,38815.0,0,0,1,83.33333333333333,5.385000000000001,0.0,-188.69999999999857,43.0,47.11394
2537282,59.05,23.803333333333335,2.07,0,0,42508.0,1,0,0,83.33333333333333,5.385000000000001,0.0,-188.69999999999857,32.0,36.121826
2540230,35.61,29.5,2.31,0,0,42508.0,1,0,0,83.33333333333333,5.385000000000001,0.0,-188.69999999999857,56.0,48.694363
2542758,54.06,29.833333333333336,2.16,0,0,38815.0,1,0,0,83.33333333333333,5.385000000000001,0.0,-188.69999999999857,47.0,44.355125
2545815,18.23,26.64,2.14,0,0,42508.0,1,0,0,83.33333333333333,5.385000000000001,0.0,-188.69999999999857,52.0,48.648075
2548105,44.95,23.44,2.15,0,0,38815.0,1,0,0,83.33333333333333,5.385000000000001,0.0,-188.69999999999857,44.0,48.666492
2550161,51.989999999999995,29.953333333333337,2.29,0,0,42508.0,1,0,0,83.33333333333333,5.385000000000001,0.0,-188.69999999999857,46.0,44.075645
2552450,29.58,23.38,2.23,0,0,38815.0,1,0,0,83.33333333333333,5.385000000000001,0.0,-188.69999999999857,43.0,46.158016
2555278,50.59,27.01,1.91,0,0,38815.0,1,0,0,83.33333333333333,5.385000000000001,0.0,-188.69999999999857,40.0,43.93109
2557426,53.58,28.41,2.04,0,0,38600.0,1,0,0,263.3333333333333,9.218333333333334,63.70000000000001,541.2833333333355,41.0,41.9713
2559476,61.13,29.06,2.02,0,0,48258.0,1,0,0,263.3333333333333,9.218333333333334,63.70000000000001,541.2833333333355,49.0,39.062027
2561457,61.83,23.84,2.04,0,0,48258.0,1,0,0,263.3333333333333,9.218333333333334,63.70000000000001,541.2833333333355,39.0,39.1603
2563611,44.42,28.413333333333334,2.03,0,0,48258.0,1,0,0,263.3333333333333,9.218333333333334,63.70000000000001,541.2833333333355,50.0,47.05607
2566279,47.349999999999994,29.283333333333335,2.06,0,0,38600.0,1,0,0,263.3333333333333,9.218333333333334,63.70000000000001,541.2833333333355,36.0,46.168716
2569124,29.87,29.76,2.07,0,0,40600.0,1,0,0,144.0,7.9750000000000005,68.0,589.9833333333333,60.0,52.3994
2571668,40.81999999999999,23.473333333333336,2.03,0,0,40600.0,1,0,0,144.0,7.9750000000000005,68.0,589.9833333333333,57.0,51.254566
2576461,41.94,23.393333333333334,2.37,0,0,50975.0,1,0,0,144.0,7.9750000000000005,68.0,589.9833333333333,52.0,44.387943
2579225,34.35,29.82,2.08,0,0,52636.0,1,0,0,96.57142857142857,6.837142857142857,70.9,905.7714285714313,44.0,41.923668
2581237,34.93000000000001,29.613333333333337,2.16,0,0,48335.0,1,0,0,96.57142857142857,6.837142857142857,70.9,905.7714285714313,46.0,45.126156
2583259,41.78,29.563333333333336,2.16,0,0,52636.0,1,0,0,96.57142857142857,6.837142857142857,70.9,905.7714285714313,35.0,43.483467
2585261,45.26,29.73,2.24,0,0,48335.0,1,0,0,96.57142857142857,6.837142857142857,70.9,905.7714285714313,47.0,46.969154
2587965,36.05,23.64,2.18,0,0,48335.0,1,0,0,96.57142857142857,6.837142857142857,70.9,905.7714285714313,63.0,45.73429
2590197,25.799999999999997,26.873333333333335,2.1,0,0,52636.0,1,0,0,96.57142857142857,6.837142857142857,70.9,905.7714285714313,20.0,37.388638
2592185,33.91,23.543333333333337,2.18,0,0,48335.0,1,0,0,96.57142857142857,6.837142857142857,70.9,905.7714285714313,45.0,44.91549
2594977,54.84,23.653333333333336,2.25,0,0,48335.0,1,0,0,96.57142857142857,6.837142857142857,70.9,905.7714285714313,42.0,41.60366
2598466,34.709999999999994,29.613333333333337,2.21,0,0,42663.0,1,0,0,215.85714285714286,14.202857142857143,302.1,691.0857142857179,56.0,47.990486
2601083,44.74,29.67,2.09,0,0,46903.0,1,0,0,215.85714285714286,14.202857142857143,302.1,691.0857142857179,65.0,49.272205
2603153,31.61,29.593333333333337,2.28,0,0,42663.0,1,0,0,215.85714285714286,14.202857142857143,302.1,691.0857142857179,40.0,45.97784
2605398,48.6,23.66,2.26,0,0,46903.0,1,0,0,215.85714285714286,14.202857142857143,302.1,691.0857142857179,46.0,47.97399
2608466,44.74,23.82,2.22,0,0,42663.0,1,0,0,215.85714285714286,14.202857142857143,302.1,691.0857142857179,45.0,48.325382
2610537,52.88,29.74,1.65,0,0,42663.0,1,0,0,215.85714285714286,14.202857142857143,302.1,691.0857142857179,43.0,44.233856
2612803,61.58,26.51,2.22,0,0,42663.0,1,0,0,215.85714285714286,14.202857142857143,302.1,691.0857142857179,48.0,42.698677
2615212,51.67,29.633333333333336,2.15,0,0,46903.0,1,0,0,215.85714285714286,14.202857142857143,302.1,691.0857142857179,57.0,49.44052
2618353,29.53,23.863333333333337,2.27,0,1,42663.0,0,0,0,215.85714285714286,14.202857142857143,302.1,691.0857142857179,54.0,49.415657
2621373,47.45,23.92,2.16,0,0,43517.0,1,0,0,185.66666666666666,2.486666666666667,320.6,453.4333333333342,52.0,48.59321
2623440,66.15,29.153333333333336,2.11,0,0,34593.0,1,0,0,185.66666666666666,2.486666666666667,320.6,453.4333333333342,34.0,34.994797
2625486,42.459999999999994,29.693333333333335,2.15,0,0,43517.0,1,0,0,185.66666666666666,2.486666666666667,320.6,453.4333333333342,37.0,47.439007
2628215,37.47,23.66,2.15,0,0,34593.0,1,0,0,185.66666666666666,2.486666666666667,320.6,453.4333333333342,55.0,49.73106
2631327,56.77,29.403333333333336,2.12,0,0,34593.0,1,0,0,185.66666666666666,2.486666666666667,320.6,453.4333333333342,47.0,45.635174
2634169,48.010000000000005,29.383333333333336,2.18,0,0,34593.0,1,0,0,185.66666666666666,2.486666666666667,320.6,453.4333333333342,50.0,47.657455
2637196,42.93,29.75,2.2,0,0,43517.0,1,0,0,185.66666666666666,2.486666666666667,320.6,453.4333333333342,50.0,48.978714
2640692,32.62,23.95,2.23,0,0,34593.0,1,0,0,185.66666666666666,2.486666666666667,320.6,453.4333333333342,57.0,52.03305
2642670,63.09,28.943333333333335,2.11,0,0,43517.0,1,0,0,185.66666666666666,2.486666666666667,320.6,453.4333333333342,33.0,34.167118
2646364,28.290000000000006,27.573333333333334,2.17,0,0,43517.0,1,0,0,185.66666666666666,2.486666666666667,320.6,453.4333333333342,61.0,50.76115
2648420,50.58,27.06,2.2,0,0,33338.0,1,0,0,185.0,4.5285714285714285,26.6,658.6142857142855,47.0,45.24922
2651014,27.909999999999997,23.953333333333337,2.05,0,0,45153.0,1,0,0,185.0,4.5285714285714285,26.6,658.6142857142855,58.0,50.539326
2652998,54.099999999999994,29.363333333333337,2.17,0,0,45153.0,1,0,0,185.0,4.5285714285714285,26.6,658.6142857142855,42.0,44.152493
2655701,26.019999999999996,23.853333333333335,2.21,0,0,45153.0,1,0,0,185.0,4.5285714285714285,26.6,658.6142857142855,55.0,50.45171
2658679,49.24,24.79,2.11,0,0,45153.0,1,0,0,185.0,4.5285714285714285,26.6,658.6142857142855,49.0,45.65392
2660856,53.900000000000006,29.683333333333337,2.21,0,0,33338.0,1,0,0,185.0,4.5285714285714285,26.6,658.6142857142855,48.0,45.183033
2663479,32.52,23.98,2.2,0,0,45153.0,1,0,0,185.0,4.5285714285714285,26.6,658.6142857142855,50.0,49.717445
2665486,64.99000000000001,29.553333333333335,2.1,0,0,33338.0,1,0,0,185.0,4.5285714285714285,26.6,658.6142857142855,32.0,35.267006
2667420,71.4,28.63,2.09,0,0,33338.0,1,0,0,185.0,4.5285714285714285,26.6,658.6142857142855,33.0,30.944687
2669462,50.79,29.7,2.14,0,0,46316.0,1,0,0,102.42857142857143,4.615714285714285,16.7,-58.7714285714257,51.0,48.324482
2672103,18.67,23.723333333333336,2.01,0,0,48139.0,1,0,0,102.42857142857143,4.615714285714285,16.7,-58.7714285714257,47.0,47.02764
2676574,61.63,27.51,2.2,0,0,46316.0,1,0,0,102.42857142857143,4.615714285714285,16.7,-58.7714285714257,46.0,43.561993
2678528,48.77,23.77,2.0,0,0,53146.0,1,0,0,324.7142857142857,19.351428571428574,309.9,577.1000000000006,44.0,46.780674
2680439,58.76,29.96,2.04,0,0,53146.0,1,0,0,324.7142857142857,19.351428571428574,309.9,577.1000000000006,35.0,38.933125
2682480,27.459999999999994,29.623333333333335,2.31,0,0,34723.0,1,0,0,324.7142857142857,19.351428571428574,309.9,577.1000000000006,48.0,46.0919
2685671,29.73,29.96,2.22,0,0,34723.0,1,0,0,324.7142857142857,19.351428571428574,309.9,577.1000000000006,51.0,46.404774
2689002,50.23,23.97,2.21,0,0,34723.0,1,0,0,324.7142857142857,19.351428571428574,309.9,577.1000000000006,54.0,43.884644
2691479,58.78,29.89,1.99,0,0,53146.0,1,0,0,324.7142857142857,19.351428571428574,309.9,577.1000000000006,37.0,37.55211
2694489,56.97,23.783333333333335,2.24,0,0,47946.0,1,0,0,198.28571428571428,6.304285714285714,343.0,133.05714285714174,50.0,47.47537
2697547,29.74,29.49,2.19,0,0,47946.0,1,0,0,198.28571428571428,6.304285714285714,343.0,133.05714285714174,59.0,52.03069
2701640,57.55,25.923333333333336,1.89,0,0,29141.0,1,0,0,198.28571428571428,6.304285714285714,343.0,133.05714285714174,34.0,41.60315
2704548,28.83,23.383333333333336,2.15,0,0,29141.0,1,0,0,198.28571428571428,6.304285714285714,343.0,133.05714285714174,46.0,45.820183
2706762,47.98,29.48,2.14,0,0,47946.0,1,0,0,198.28571428571428,6.304285714285714,343.0,133.05714285714174,60.0,48.702633
2708770,32.769999999999996,29.693333333333335,2.1,0,0,52599.0,1,0,0,190.0,4.455,345.5,-169.4000000000011,48.0,48.862015
2711476,38.95,24.62,2.01,0,0,52599.0,1,0,0,190.0,4.455,345.5,-169.4000000000011,52.0,48.180943
2713839,28.97,26.08,2.38,0,0,45296.0,1,0,0,190.0,4.455,345.5,-169.4000000000011,43.0,45.66469
2715811,51.99,23.55,2.16,0,0,45296.0,1,0,0,190.0,4.455,345.5,-169.4000000000011,34.0,40.80572
2718624,52.78,29.873333333333335,1.91,0,0,52599.0,1,0,0,190.0,4.455,345.5,-169.4000000000011,46.0,44.039757
2720926,65.83,29.833333333333336,1.97,0,0,52599.0,1,0,0,190.0,4.455,345.5,-169.4000000000011,44.0,38.62736
2723929,36.81999999999999,23.653333333333336,2.21,0,0,45296.0,1,0,0,190.0,4.455,345.5,-169.4000000000011,31.0,46.76067
2725997,51.85,29.7,2.06,0,0,52599.0,1,0,0,190.0,4.455,345.5,-169.4000000000011,58.0,48.617027
2728197,57.14,29.603333333333335,2.07,0,0,40113.0,1,0,0,96.2,4.35,0.0,4638.740000000004,53.0,45.477077
2730251,29.66,23.84,2.14,0,0,34615.0,1,0,0,96.2,4.35,0.0,4638.740000000004,42.0,44.10273
2733200,46.010000000000005,29.563333333333336,2.12,0,0,40113.0,1,0,0,96.2,4.35,0.0,4638.740000000004,55.0,48.783607
2735200,37.75,27.73,2.16,0,0,34615.0,1,0,0,96.2,4.35,0.0,4638.740000000004,57.0,48.92275
2737617,30.569999999999993,23.623333333333335,2.14,0,0,40113.0,1,0,0,96.2,4.35,0.0,4638.740000000004,53.0,47.654
2739461,35.44,23.92,2.15,0,0,40113.0,1,0,0,96.2,4.35,0.0,4638.740000000004,47.0,47.465717
2741432,48.010000000000005,23.763333333333335,2.13,0,0,34615.0,1,0,0,96.2,4.35,0.0,4638.740000000004,37.0,41.295467
2743366,33.59,29.93,2.06,0,0,40113.0,1,0,0,96.2,4.35,0.0,4638.740000000004,42.0,45.995403
